3	9.355471e-001	8.689510e-001	8.646406e-001
5	8.826039e-001	8.649563e-001	8.646647e-001
7	8.726562e-001	8.647232e-001	8.646647e-001
9	8.691635e-001	8.646833e-001	8.646647e-001
11	8.675450e-001	8.646724e-001	8.646647e-001
13	8.666653e-001	8.646684e-001	8.646647e-001
15	8.661346e-001	8.646668e-001	8.646646e-001
17	8.657903e-001	8.646659e-001	8.646647e-001
19	8.655542e-001	8.646654e-001	8.646647e-001
21	8.653851e-001	8.646653e-001	8.646647e-001
23	8.652602e-001	8.646649e-001	8.646647e-001
25	8.651651e-001	8.646650e-001	8.646647e-001
27	8.650911e-001	8.646649e-001	8.646646e-001
29	8.650323e-001	8.646649e-001	8.646649e-001
31	8.649849e-001	8.646649e-001	8.646647e-001
33	8.649462e-001	8.646647e-001	8.646647e-001
35	8.649139e-001	8.646646e-001	8.646647e-001
37	8.648872e-001	8.646648e-001	8.646647e-001
39	8.648645e-001	8.646648e-001	8.646647e-001
41	8.648448e-001	8.646647e-001	8.646646e-001
43	8.648281e-001	8.646647e-001	8.646647e-001
45	8.648134e-001	8.646649e-001	8.646647e-001
47	8.648010e-001	8.646649e-001	8.646648e-001
49	8.647898e-001	8.646648e-001	8.646646e-001
51	8.647799e-001	8.646648e-001	8.646648e-001
53	8.647714e-001	8.646649e-001	8.646646e-001
55	8.647634e-001	8.646647e-001	8.646647e-001
57	8.647569e-001	8.646647e-001	8.646646e-001
59	8.647502e-001	8.646647e-001	8.646647e-001
61	8.647447e-001	8.646647e-001	8.646649e-001
63	8.647399e-001	8.646648e-001	8.646647e-001
65	8.647351e-001	8.646646e-001	8.646646e-001
67	8.647310e-001	8.646648e-001	8.646647e-001
69	8.647270e-001	8.646646e-001	8.646647e-001
71	8.647235e-001	8.646648e-001	8.646646e-001
73	8.647201e-001	8.646648e-001	8.646648e-001
75	8.647172e-001	8.646647e-001	8.646646e-001
77	8.647145e-001	8.646648e-001	8.646647e-001
79	8.647122e-001	8.646646e-001	8.646649e-001
81	8.647100e-001	8.646646e-001	8.646650e-001
83	8.647076e-001	8.646645e-001	8.646647e-001
85	8.647055e-001	8.646645e-001	8.646643e-001
87	8.647037e-001	8.646647e-001	8.646646e-001
89	8.647020e-001	8.646647e-001	8.646647e-001
91	8.647001e-001	8.646648e-001	8.646647e-001
93	8.646988e-001	8.646646e-001	8.646648e-001
95	8.646973e-001	8.646650e-001	8.646646e-001
97	8.646961e-001	8.646647e-001	8.646647e-001
99	8.646948e-001	8.646648e-001	8.646646e-001
101	8.646938e-001	8.646647e-001	8.646647e-001
103	8.646923e-001	8.646644e-001	8.646646e-001
105	8.646913e-001	8.646649e-001	8.646647e-001
107	8.646905e-001	8.646647e-001	8.646645e-001
109	8.646896e-001	8.646647e-001	8.646650e-001
111	8.646885e-001	8.646647e-001	8.646646e-001
113	8.646878e-001	8.646647e-001	8.646647e-001
115	8.646869e-001	8.646641e-001	8.646648e-001
117	8.646861e-001	8.646648e-001	8.646646e-001
119	8.646853e-001	8.646650e-001	8.646647e-001
121	8.646846e-001	8.646649e-001	8.646648e-001
123	8.646843e-001	8.646647e-001	8.646649e-001
125	8.646837e-001	8.646648e-001	8.646647e-001
127	8.646826e-001	8.646647e-001	8.646646e-001
129	8.646823e-001	8.646649e-001	8.646647e-001
131	8.646821e-001	8.646650e-001	8.646644e-001
133	8.646811e-001	8.646644e-001	8.646648e-001
135	8.646811e-001	8.646650e-001	8.646646e-001
137	8.646806e-001	8.646646e-001	8.646646e-001
139	8.646800e-001	8.646644e-001	8.646648e-001
141	8.646795e-001	8.646648e-001	8.646649e-001
143	8.646787e-001	8.646646e-001	8.646646e-001
145	8.646786e-001	8.646646e-001	8.646646e-001
147	8.646784e-001	8.646647e-001	8.646647e-001
149	8.646781e-001	8.646647e-001	8.646646e-001
151	8.646775e-001	8.646650e-001	8.646646e-001
153	8.646773e-001	8.646648e-001	8.646652e-001
155	8.646770e-001	8.646649e-001	8.646644e-001
157	8.646765e-001	8.646646e-001	8.646650e-001
159	8.646762e-001	8.646642e-001	8.646644e-001
161	8.646759e-001	8.646647e-001	8.646650e-001
163	8.646756e-001	8.646649e-001	8.646647e-001
165	8.646756e-001	8.646649e-001	8.646643e-001
167	8.646756e-001	8.646646e-001	8.646647e-001
169	8.646750e-001	8.646646e-001	8.646654e-001
171	8.646750e-001	8.646647e-001	8.646644e-001
173	8.646746e-001	8.646647e-001	8.646646e-001
175	8.646743e-001	8.646649e-001	8.646646e-001
177	8.646742e-001	8.646650e-001	8.646646e-001
179	8.646738e-001	8.646645e-001	8.646647e-001
181	8.646734e-001	8.646651e-001	8.646646e-001
183	8.646734e-001	8.646647e-001	8.646650e-001
185	8.646733e-001	8.646647e-001	8.646649e-001
187	8.646729e-001	8.646647e-001	8.646650e-001
189	8.646728e-001	8.646645e-001	8.646647e-001
191	8.646725e-001	8.646648e-001	8.646645e-001
193	8.646726e-001	8.646649e-001	8.646649e-001
195	8.646722e-001	8.646646e-001	8.646646e-001
197	8.646724e-001	8.646646e-001	8.646646e-001
199	8.646722e-001	8.646648e-001	8.646649e-001
201	8.646719e-001	8.646651e-001	8.646647e-001
203	8.646717e-001	8.646650e-001	8.646649e-001
205	8.646715e-001	8.646647e-001	8.646647e-001
207	8.646714e-001	8.646651e-001	8.646644e-001
209	8.646713e-001	8.646649e-001	8.646644e-001
211	8.646716e-001	8.646649e-001	8.646649e-001
213	8.646712e-001	8.646646e-001	8.646650e-001
215	8.646708e-001	8.646647e-001	8.646647e-001
217	8.646709e-001	8.646643e-001	8.646646e-001
219	8.646708e-001	8.646650e-001	8.646649e-001
221	8.646709e-001	8.646642e-001	8.646647e-001
223	8.646706e-001	8.646649e-001	8.646643e-001
225	8.646706e-001	8.646647e-001	8.646648e-001
227	8.646702e-001	8.646646e-001	8.646647e-001
229	8.646705e-001	8.646646e-001	8.646648e-001
231	8.646699e-001	8.646646e-001	8.646646e-001
233	8.646702e-001	8.646650e-001	8.646646e-001
235	8.646702e-001	8.646647e-001	8.646650e-001
237	8.646698e-001	8.646644e-001	8.646649e-001
239	8.646693e-001	8.646651e-001	8.646649e-001
241	8.646701e-001	8.646649e-001	8.646646e-001
243	8.646699e-001	8.646646e-001	8.646646e-001
245	8.646694e-001	8.646647e-001	8.646647e-001
247	8.646693e-001	8.646646e-001	8.646644e-001
249	8.646689e-001	8.646649e-001	8.646646e-001
251	8.646693e-001	8.646645e-001	8.646646e-001
253	8.646690e-001	8.646647e-001	8.646647e-001
255	8.646690e-001	8.646649e-001	8.646649e-001
257	8.646695e-001	8.646643e-001	8.646647e-001
259	8.646690e-001	8.646644e-001	8.646650e-001
261	8.646689e-001	8.646648e-001	8.646645e-001
263	8.646683e-001	8.646649e-001	8.646649e-001
265	8.646690e-001	8.646644e-001	8.646647e-001
267	8.646688e-001	8.646649e-001	8.646648e-001
269	8.646689e-001	8.646645e-001	8.646647e-001
271	8.646685e-001	8.646645e-001	8.646647e-001
273	8.646685e-001	8.646648e-001	8.646646e-001
275	8.646685e-001	8.646643e-001	8.646648e-001
277	8.646688e-001	8.646646e-001	8.646650e-001
279	8.646688e-001	8.646651e-001	8.646643e-001
281	8.646684e-001	8.646644e-001	8.646648e-001
283	8.646684e-001	8.646653e-001	8.646649e-001
285	8.646684e-001	8.646649e-001	8.646646e-001
287	8.646684e-001	8.646650e-001	8.646644e-001
289	8.646681e-001	8.646646e-001	8.646644e-001
291	8.646678e-001	8.646648e-001	8.646644e-001
293	8.646681e-001	8.646652e-001	8.646650e-001
295	8.646675e-001	8.646644e-001	8.646647e-001
297	8.646681e-001	8.646650e-001	8.646649e-001
299	8.646681e-001	8.646644e-001	8.646649e-001
301	8.646680e-001	8.646641e-001	8.646651e-001
303	8.646674e-001	8.646644e-001	8.646644e-001
305	8.646681e-001	8.646644e-001	8.646648e-001
307	8.646676e-001	8.646647e-001	8.646650e-001
309	8.646680e-001	8.646649e-001	8.646648e-001
311	8.646677e-001	8.646645e-001	8.646646e-001
313	8.646677e-001	8.646649e-001	8.646648e-001
315	8.646672e-001	8.646645e-001	8.646647e-001
317	8.646678e-001	8.646646e-001	8.646644e-001
319	8.646675e-001	8.646646e-001	8.646652e-001
321	8.646675e-001	8.646645e-001	8.646649e-001
323	8.646674e-001	8.646649e-001	8.646646e-001
325	8.646676e-001	8.646648e-001	8.646644e-001
327	8.646671e-001	8.646650e-001	8.646649e-001
329	8.646671e-001	8.646650e-001	8.646646e-001
331	8.646673e-001	8.646646e-001	8.646644e-001
333	8.646669e-001	8.646647e-001	8.646650e-001
335	8.646673e-001	8.646647e-001	8.646648e-001
337	8.646677e-001	8.646648e-001	8.646649e-001
339	8.646668e-001	8.646649e-001	8.646646e-001
341	8.646677e-001	8.646646e-001	8.646644e-001
343	8.646667e-001	8.646649e-001	8.646645e-001
345	8.646669e-001	8.646647e-001	8.646647e-001
347	8.646670e-001	8.646643e-001	8.646644e-001
349	8.646669e-001	8.646649e-001	8.646651e-001
351	8.646672e-001	8.646644e-001	8.646645e-001
353	8.646671e-001	8.646646e-001	8.646644e-001
355	8.646674e-001	8.646644e-001	8.646649e-001
357	8.646673e-001	8.646650e-001	8.646643e-001
359	8.646669e-001	8.646641e-001	8.646647e-001
361	8.646668e-001	8.646644e-001	8.646645e-001
363	8.646668e-001	8.646640e-001	8.646646e-001
365	8.646669e-001	8.646646e-001	8.646646e-001
367	8.646670e-001	8.646646e-001	8.646650e-001
369	8.646667e-001	8.646649e-001	8.646650e-001
371	8.646672e-001	8.646644e-001	8.646651e-001
373	8.646671e-001	8.646644e-001	8.646647e-001
375	8.646668e-001	8.646649e-001	8.646646e-001
377	8.646671e-001	8.646645e-001	8.646646e-001
379	8.646663e-001	8.646644e-001	8.646644e-001
381	8.646667e-001	8.646646e-001	8.646649e-001
383	8.646663e-001	8.646646e-001	8.646646e-001
385	8.646666e-001	8.646647e-001	8.646648e-001
387	8.646668e-001	8.646650e-001	8.646642e-001
389	8.646663e-001	8.646646e-001	8.646648e-001
391	8.646667e-001	8.646650e-001	8.646647e-001
393	8.646669e-001	8.646650e-001	8.646647e-001
395	8.646666e-001	8.646648e-001	8.646650e-001
397	8.646662e-001	8.646645e-001	8.646645e-001
399	8.646666e-001	8.646643e-001	8.646644e-001
401	8.646660e-001	8.646641e-001	8.646649e-001
403	8.646665e-001	8.646651e-001	8.646648e-001
405	8.646664e-001	8.646650e-001	8.646646e-001
407	8.646662e-001	8.646645e-001	8.646648e-001
409	8.646667e-001	8.646652e-001	8.646649e-001
411	8.646666e-001	8.646648e-001	8.646646e-001
413	8.646665e-001	8.646643e-001	8.646650e-001
415	8.646663e-001	8.646645e-001	8.646649e-001
417	8.646663e-001	8.646649e-001	8.646646e-001
419	8.646662e-001	8.646648e-001	8.646644e-001
421	8.646672e-001	8.646646e-001	8.646648e-001
423	8.646662e-001	8.646649e-001	8.646646e-001
425	8.646665e-001	8.646644e-001	8.646649e-001
427	8.646663e-001	8.646646e-001	8.646646e-001
429	8.646666e-001	8.646648e-001	8.646647e-001
431	8.646661e-001	8.646646e-001	8.646649e-001
433	8.646664e-001	8.646653e-001	8.646652e-001
435	8.646661e-001	8.646644e-001	8.646649e-001
437	8.646657e-001	8.646648e-001	8.646646e-001
439	8.646664e-001	8.646643e-001	8.646648e-001
441	8.646661e-001	8.646649e-001	8.646645e-001
443	8.646662e-001	8.646651e-001	8.646647e-001
445	8.646662e-001	8.646649e-001	8.646646e-001
447	8.646660e-001	8.646659e-001	8.646651e-001
449	8.646666e-001	8.646645e-001	8.646647e-001
451	8.646661e-001	8.646646e-001	8.646643e-001
453	8.646666e-001	8.646646e-001	8.646648e-001
455	8.646663e-001	8.646650e-001	8.646641e-001
457	8.646658e-001	8.646651e-001	8.646647e-001
459	8.646658e-001	8.646646e-001	8.646647e-001
461	8.646660e-001	8.646649e-001	8.646651e-001
463	8.646663e-001	8.646649e-001	8.646650e-001
465	8.646665e-001	8.646654e-001	8.646648e-001
467	8.646663e-001	8.646644e-001	8.646647e-001
469	8.646660e-001	8.646649e-001	8.646651e-001
471	8.646659e-001	8.646647e-001	8.646646e-001
473	8.646662e-001	8.646644e-001	8.646647e-001
475	8.646659e-001	8.646649e-001	8.646649e-001
477	8.646663e-001	8.646646e-001	8.646652e-001
479	8.646659e-001	8.646650e-001	8.646647e-001
481	8.646659e-001	8.646646e-001	8.646649e-001
483	8.646663e-001	8.646652e-001	8.646651e-001
485	8.646655e-001	8.646646e-001	8.646654e-001
487	8.646661e-001	8.646644e-001	8.646648e-001
489	8.646654e-001	8.646650e-001	8.646647e-001
491	8.646656e-001	8.646652e-001	8.646650e-001
493	8.646653e-001	8.646643e-001	8.646650e-001
495	8.646656e-001	8.646651e-001	8.646644e-001
497	8.646659e-001	8.646653e-001	8.646656e-001
499	8.646658e-001	8.646645e-001	8.646650e-001
501	8.646662e-001	8.646647e-001	8.646645e-001
503	8.646657e-001	8.646647e-001	8.646648e-001
505	8.646659e-001	8.646649e-001	8.646647e-001
507	8.646662e-001	8.646640e-001	8.646647e-001
509	8.646662e-001	8.646645e-001	8.646648e-001
511	8.646661e-001	8.646644e-001	8.646649e-001
513	8.646659e-001	8.646646e-001	8.646648e-001
515	8.646657e-001	8.646650e-001	8.646647e-001
517	8.646660e-001	8.646647e-001	8.646652e-001
519	8.646658e-001	8.646639e-001	8.646649e-001
521	8.646656e-001	8.646648e-001	8.646653e-001
523	8.646658e-001	8.646652e-001	8.646646e-001
525	8.646661e-001	8.646648e-001	8.646647e-001
527	8.646660e-001	8.646653e-001	8.646649e-001
529	8.646659e-001	8.646650e-001	8.646649e-001
531	8.646660e-001	8.646647e-001	8.646647e-001
533	8.646659e-001	8.646647e-001	8.646652e-001
535	8.646657e-001	8.646654e-001	8.646650e-001
537	8.646660e-001	8.646646e-001	8.646647e-001
539	8.646659e-001	8.646657e-001	8.646643e-001
541	8.646662e-001	8.646643e-001	8.646649e-001
543	8.646656e-001	8.646647e-001	8.646646e-001
545	8.646655e-001	8.646644e-001	8.646650e-001
547	8.646654e-001	8.646652e-001	8.646651e-001
549	8.646656e-001	8.646652e-001	8.646649e-001
551	8.646655e-001	8.646643e-001	8.646650e-001
553	8.646658e-001	8.646644e-001	8.646646e-001
555	8.646654e-001	8.646642e-001	8.646651e-001
557	8.646653e-001	8.646647e-001	8.646643e-001
559	8.646659e-001	8.646647e-001	8.646648e-001
561	8.646660e-001	8.646644e-001	8.646648e-001
563	8.646652e-001	8.646646e-001	8.646643e-001
565	8.646660e-001	8.646646e-001	8.646647e-001
567	8.646651e-001	8.646644e-001	8.646649e-001
569	8.646653e-001	8.646646e-001	8.646644e-001
571	8.646650e-001	8.646648e-001	8.646642e-001
573	8.646654e-001	8.646638e-001	8.646643e-001
575	8.646654e-001	8.646641e-001	8.646643e-001
